email,interests,recommended_projects
michael.nelson@example.com,"['Android Mobile App Programming', 'Machine Learning', 'Web Development', 'Data Analysis']","['PLCS0981', 'PLCS0973', 'PLCS0696', 'PLCS0429', 'PLCS0662', 'PLCS0098', 'PLCS0106', 'PLCS0545', 'PLCS0913', 'PLCS0520']"
mikayla.zimmerman@example.com,"['UI/UX Design', 'Java Programming', 'Machine Learning', 'Data Analysis', 'Web Development']","['PLCS0751', 'PLCS0496', 'PLCS0634', 'PLCS0267', 'PLCS0584', 'PLCS0960', 'PLCS0665', 'PLCS0542', 'PLCS0676', 'PLCS0021']"
amy.mejia@example.com,"['Machine Learning', 'Data Analysis', 'Web Development', 'C++ Programming', 'UI/UX Design']","['PLCS0542', 'PLCS0857', 'PLCS0164', 'PLCS0634', 'PLCS0751', 'PLCS0496', 'PLCS0960', 'PLCS0775', 'PLCS0446', 'PLCS0584']"
charles.lewis@example.com,"['Android Mobile App Programming', 'Data Analysis', 'Web Development', 'C++ Programming']","['PLCS0696', 'PLCS0106', 'PLCS0645', 'PLCS0999', 'PLCS0938', 'PLCS0429', 'PLCS0662', 'PLCS0926', 'PLCS0370', 'PLCS0973']"
bernard.wong@example.com,"['Java Programming', 'Web Development', 'Android Mobile App Programming']","['PLCS0275', 'PLCS0006', 'PLCS0370', 'PLCS0999', 'PLCS0491', 'PLCS0938', 'PLCS0645', 'PLCS0106', 'PLCS0662', 'PLCS0973']"
lisa.torres@example.com,"['Data Analysis', 'C++ Programming', 'UI/UX Design', 'Web Development', 'Machine Learning', 'Android Mobile App Programming', 'Java Programming']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
ray.gordon@example.com,"['Data Analysis', 'Java Programming', 'Android Mobile App Programming', 'UI/UX Design', 'Web Development']","['PLCS0553', 'PLCS0239', 'PLCS0288', 'PLCS0564', 'PLCS0569', 'PLCS0147', 'PLCS0854', 'PLCS0588', 'PLCS0699', 'PLCS0165']"
nicole.lloyd@example.com,"['Machine Learning', 'Data Analysis', 'Java Programming', 'Web Development', 'Android Mobile App Programming', 'UI/UX Design', 'C++ Programming']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
victoria.goodwin@example.com,"['Android Mobile App Programming', 'Java Programming', 'C++ Programming', 'UI/UX Design', 'Machine Learning', 'Data Analysis', 'Web Development']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
caitlyn.payne@example.com,"['Data Analysis', 'Machine Learning', 'Web Development', 'Java Programming', 'UI/UX Design', 'C++ Programming', 'Android Mobile App Programming']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
brandon.mitchell@example.com,"['C++ Programming', 'Web Development', 'Java Programming', 'Data Analysis', 'UI/UX Design']","['PLCS0179', 'PLCS0509', 'PLCS0096', 'PLCS0111', 'PLCS0117', 'PLCS0364', 'PLCS0637', 'PLCS0970', 'PLCS0156', 'PLCS0163']"
larry.jenkins@example.com,"['Java Programming', 'Web Development', 'C++ Programming', 'Data Analysis', 'Android Mobile App Programming']","['PLCS1000', 'PLCS0119', 'PLCS0060', 'PLCS0911', 'PLCS0314', 'PLCS0577', 'PLCS0874', 'PLCS0085', 'PLCS0593', 'PLCS0851']"
morgan.fleming@example.com,"['Web Development', 'Data Analysis', 'C++ Programming', 'Java Programming', 'UI/UX Design']","['PLCS0179', 'PLCS0509', 'PLCS0096', 'PLCS0111', 'PLCS0117', 'PLCS0364', 'PLCS0637', 'PLCS0970', 'PLCS0156', 'PLCS0163']"
dustin.walter@example.com,"['Java Programming', 'Web Development', 'Machine Learning', 'UI/UX Design', 'C++ Programming']","['PLCS0230', 'PLCS0637', 'PLCS0713', 'PLCS0716', 'PLCS0422', 'PLCS0294', 'PLCS0189', 'PLCS0232', 'PLCS0970', 'PLCS0179']"
nicholas.nash@example.com,"['Data Analysis', 'Java Programming', 'Machine Learning']","['PLCS0642', 'PLCS0133', 'PLCS0678', 'PLCS0049', 'PLCS0966', 'PLCS0477', 'PLCS0161', 'PLCS0853', 'PLCS0254', 'PLCS0261']"
morgan.li@example.com,"['Android Mobile App Programming', 'Data Analysis', 'UI/UX Design', 'Machine Learning', 'Web Development']","['PLCS0806', 'PLCS0609', 'PLCS0061', 'PLCS0920', 'PLCS0644', 'PLCS0288', 'PLCS0931', 'PLCS0306', 'PLCS0541', 'PLCS0564']"
lauren.kirk@example.com,"['Java Programming', 'Data Analysis', 'Machine Learning', 'Android Mobile App Programming', 'UI/UX Design', 'Web Development', 'C++ Programming']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
robert.ferguson@example.com,"['UI/UX Design', 'Machine Learning', 'Web Development', 'Java Programming']","['PLCS0634', 'PLCS0446', 'PLCS0960', 'PLCS0405', 'PLCS0267', 'PLCS0164', 'PLCS0743', 'PLCS0625', 'PLCS0775', 'PLCS0676']"
juan.watts@example.com,"['Web Development', 'Android Mobile App Programming', 'C++ Programming', 'Machine Learning']","['PLCS0585', 'PLCS0999', 'PLCS0913', 'PLCS0973', 'PLCS0006', 'PLCS0317', 'PLCS0761', 'PLCS0013', 'PLCS0645', 'PLCS0491']"
nicholas.spencer@example.com,"['UI/UX Design', 'Android Mobile App Programming', 'Web Development']","['PLCS0553', 'PLCS0218', 'PLCS0239', 'PLCS0288', 'PLCS0564', 'PLCS0569', 'PLCS0306', 'PLCS0699', 'PLCS0588', 'PLCS0687']"
amy.grant@example.com,"['UI/UX Design', 'Machine Learning', 'Android Mobile App Programming', 'Web Development', 'Data Analysis']","['PLCS0806', 'PLCS0609', 'PLCS0061', 'PLCS0920', 'PLCS0644', 'PLCS0288', 'PLCS0931', 'PLCS0306', 'PLCS0541', 'PLCS0564']"
amy.jimenez@example.com,"['Web Development', 'UI/UX Design', 'Data Analysis']","['PLCS0542', 'PLCS0775', 'PLCS0743', 'PLCS0625', 'PLCS0751', 'PLCS0866', 'PLCS0584', 'PLCS0960', 'PLCS0496', 'PLCS0267']"
michael.collier@example.com,"['Data Analysis', 'C++ Programming', 'Machine Learning', 'Android Mobile App Programming', 'Web Development']","['PLCS0696', 'PLCS0761', 'PLCS0585', 'PLCS0545', 'PLCS0275', 'PLCS0973', 'PLCS0645', 'PLCS0662', 'PLCS0520', 'PLCS0999']"
sherry.ellis@example.com,"['Java Programming', 'Web Development', 'Android Mobile App Programming']","['PLCS0275', 'PLCS0006', 'PLCS0370', 'PLCS0999', 'PLCS0491', 'PLCS0938', 'PLCS0645', 'PLCS0106', 'PLCS0662', 'PLCS0973']"
katherine.walter@example.com,"['Android Mobile App Programming', 'Data Analysis', 'Web Development']","['PLCS0761', 'PLCS0520', 'PLCS0429', 'PLCS0938', 'PLCS0098', 'PLCS0106', 'PLCS0275', 'PLCS0662', 'PLCS0926', 'PLCS0645']"
joe.melton@example.com,"['UI/UX Design', 'Android Mobile App Programming', 'Machine Learning', 'Web Development']","['PLCS0414', 'PLCS0841', 'PLCS0288', 'PLCS0653', 'PLCS0804', 'PLCS0588', 'PLCS0699', 'PLCS0806', 'PLCS0931', 'PLCS0644']"
james.gonzalez@example.com,"['Data Analysis', 'UI/UX Design', 'Machine Learning', 'C++ Programming', 'Web Development']","['PLCS0542', 'PLCS0857', 'PLCS0164', 'PLCS0634', 'PLCS0751', 'PLCS0496', 'PLCS0960', 'PLCS0775', 'PLCS0446', 'PLCS0584']"
ashley.williams@example.com,"['Web Development', 'Java Programming', 'Data Analysis', 'Machine Learning', 'C++ Programming']","['PLCS0817', 'PLCS0589', 'PLCS0305', 'PLCS0270', 'PLCS0040', 'PLCS0957', 'PLCS0796', 'PLCS0598', 'PLCS0236', 'PLCS0523']"
daniel.hall@example.com,"['Android Mobile App Programming', 'Web Development', 'Data Analysis', 'Machine Learning', 'C++ Programming', 'UI/UX Design', 'Java Programming']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
kevin.hill@example.com,"['UI/UX Design', 'Machine Learning', 'Java Programming', 'C++ Programming', 'Web Development', 'Android Mobile App Programming', 'Data Analysis']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
molly.mitchell@example.com,"['Android Mobile App Programming', 'C++ Programming', 'Data Analysis', 'UI/UX Design', 'Java Programming']","['PLCS0644', 'PLCS0350', 'PLCS0677', 'PLCS0239', 'PLCS0588', 'PLCS0218', 'PLCS0288', 'PLCS0071', 'PLCS0872', 'PLCS0569']"
whitney.turner@example.com,"['Java Programming', 'Machine Learning', 'C++ Programming', 'UI/UX Design', 'Data Analysis', 'Web Development', 'Android Mobile App Programming']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
curtis.johns@example.com,"['Android Mobile App Programming', 'Machine Learning', 'UI/UX Design']","['PLCS0677', 'PLCS0306', 'PLCS0191', 'PLCS0197', 'PLCS0931', 'PLCS0564', 'PLCS0147', 'PLCS0854', 'PLCS0071', 'PLCS0165']"
yolanda.hicks@example.com,"['Web Development', 'C++ Programming', 'Java Programming']","['PLCS0859', 'PLCS0852', 'PLCS0957', 'PLCS0305', 'PLCS0333', 'PLCS0927', 'PLCS0400', 'PLCS0040', 'PLCS0856', 'PLCS0471']"
chris.wright@example.com,"['UI/UX Design', 'Java Programming', 'Data Analysis', 'C++ Programming']","['PLCS0762', 'PLCS0503', 'PLCS0713', 'PLCS0716', 'PLCS0970', 'PLCS0459', 'PLCS0422', 'PLCS0364', 'PLCS0808', 'PLCS0096']"
michael.horton@example.com,"['Web Development', 'Android Mobile App Programming', 'UI/UX Design', 'C++ Programming', 'Java Programming', 'Data Analysis']","['PLCS0147', 'PLCS0218', 'PLCS0350', 'PLCS0414', 'PLCS0306', 'PLCS0288', 'PLCS0071', 'PLCS0841', 'PLCS0854', 'PLCS0061']"
jacob.brown@example.com,"['Android Mobile App Programming', 'Machine Learning', 'Java Programming', 'Data Analysis']","['PLCS0038', 'PLCS0547', 'PLCS0217', 'PLCS0701', 'PLCS0203', 'PLCS0281', 'PLCS0282', 'PLCS0771', 'PLCS0953', 'PLCS0356']"
erin.lawson@example.com,"['Web Development', 'Machine Learning', 'Data Analysis', 'Android Mobile App Programming']","['PLCS0981', 'PLCS0973', 'PLCS0696', 'PLCS0429', 'PLCS0662', 'PLCS0098', 'PLCS0106', 'PLCS0545', 'PLCS0913', 'PLCS0520']"
teresa.finley@example.com,"['Java Programming', 'Web Development', 'Android Mobile App Programming']","['PLCS0275', 'PLCS0006', 'PLCS0370', 'PLCS0999', 'PLCS0491', 'PLCS0938', 'PLCS0645', 'PLCS0106', 'PLCS0662', 'PLCS0973']"
daniel.martin@example.com,"['Web Development', 'Java Programming', 'Machine Learning', 'Data Analysis', 'C++ Programming', 'Android Mobile App Programming', 'UI/UX Design']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
christina.young@example.com,"['C++ Programming', 'UI/UX Design', 'Android Mobile App Programming']","['PLCS0609', 'PLCS0553', 'PLCS0191', 'PLCS0541', 'PLCS0677', 'PLCS0165', 'PLCS0687', 'PLCS0061', 'PLCS0806', 'PLCS0306']"
austin.campbell@example.com,"['Web Development', 'Java Programming', 'Android Mobile App Programming', 'C++ Programming', 'Machine Learning', 'Data Analysis']","['PLCS1000', 'PLCS0240', 'PLCS0577', 'PLCS0593', 'PLCS0396', 'PLCS0638', 'PLCS0221', 'PLCS0382', 'PLCS0119', 'PLCS0226']"
jeffrey.hebert@example.com,"['UI/UX Design', 'Data Analysis', 'Android Mobile App Programming', 'Web Development', 'Machine Learning', 'C++ Programming', 'Java Programming']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
kevin.armstrong@example.com,"['UI/UX Design', 'Java Programming', 'Android Mobile App Programming', 'Machine Learning', 'Web Development', 'Data Analysis', 'C++ Programming']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
julia.camacho@example.com,"['Data Analysis', 'Machine Learning', 'Java Programming', 'Web Development', 'C++ Programming', 'Android Mobile App Programming']","['PLCS1000', 'PLCS0240', 'PLCS0577', 'PLCS0593', 'PLCS0396', 'PLCS0638', 'PLCS0221', 'PLCS0382', 'PLCS0119', 'PLCS0226']"
kayla.newman@example.com,"['UI/UX Design', 'Machine Learning', 'Web Development', 'Data Analysis']","['PLCS0446', 'PLCS0181', 'PLCS0676', 'PLCS0584', 'PLCS0021', 'PLCS0857', 'PLCS0775', 'PLCS0866', 'PLCS0634', 'PLCS0542']"
patricia.foster@example.com,"['Web Development', 'Java Programming', 'Android Mobile App Programming', 'UI/UX Design']","['PLCS0931', 'PLCS0609', 'PLCS0687', 'PLCS0306', 'PLCS0588', 'PLCS0165', 'PLCS0218', 'PLCS0350', 'PLCS0061', 'PLCS0699']"
kristopher.shepard@example.com,"['Android Mobile App Programming', 'Java Programming', 'Data Analysis']","['PLCS0956', 'PLCS0526', 'PLCS0194', 'PLCS0842', 'PLCS0185', 'PLCS0184', 'PLCS0251', 'PLCS0814', 'PLCS0630', 'PLCS0284']"
christina.marshall@example.com,"['UI/UX Design', 'Web Development', 'Data Analysis', 'C++ Programming', 'Java Programming']","['PLCS0179', 'PLCS0509', 'PLCS0096', 'PLCS0111', 'PLCS0117', 'PLCS0364', 'PLCS0637', 'PLCS0970', 'PLCS0156', 'PLCS0163']"
madison.mullins@example.com,"['Data Analysis', 'Java Programming', 'UI/UX Design', 'Machine Learning']","['PLCS0315', 'PLCS0765', 'PLCS0680', 'PLCS0397', 'PLCS0120', 'PLCS0839', 'PLCS0233', 'PLCS0618', 'PLCS0513', 'PLCS0849']"
thomas.james@example.com,"['Machine Learning', 'Web Development', 'Java Programming', 'UI/UX Design', 'Android Mobile App Programming', 'Data Analysis']","['PLCS0804', 'PLCS0588', 'PLCS0653', 'PLCS0644', 'PLCS0147', 'PLCS0677', 'PLCS0687', 'PLCS0569', 'PLCS0920', 'PLCS0699']"
elizabeth.hunt@example.com,"['Android Mobile App Programming', 'Web Development', 'Machine Learning', 'C++ Programming', 'Java Programming', 'UI/UX Design']","['PLCS0872', 'PLCS0191', 'PLCS0350', 'PLCS0165', 'PLCS0588', 'PLCS0920', 'PLCS0644', 'PLCS0653', 'PLCS0306', 'PLCS0288']"
ryan.conway@example.com,"['C++ Programming', 'Data Analysis', 'UI/UX Design', 'Android Mobile App Programming']","['PLCS0588', 'PLCS0414', 'PLCS0644', 'PLCS0071', 'PLCS0147', 'PLCS0854', 'PLCS0541', 'PLCS0609', 'PLCS0920', 'PLCS0872']"
amanda.brown@example.com,"['C++ Programming', 'Machine Learning', 'UI/UX Design', 'Web Development', 'Android Mobile App Programming', 'Java Programming', 'Data Analysis']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
shawn.patterson@example.com,"['Data Analysis', 'C++ Programming', 'Java Programming', 'Machine Learning']","['PLCS0186', 'PLCS0675', 'PLCS0752', 'PLCS0632', 'PLCS0201', 'PLCS0190', 'PLCS0621', 'PLCS0056', 'PLCS0440', 'PLCS0660']"
michele.johnson@example.com,"['C++ Programming', 'Web Development', 'Java Programming', 'UI/UX Design', 'Data Analysis']","['PLCS0179', 'PLCS0509', 'PLCS0096', 'PLCS0111', 'PLCS0117', 'PLCS0364', 'PLCS0637', 'PLCS0970', 'PLCS0156', 'PLCS0163']"
robert.king@example.com,"['Web Development', 'Data Analysis', 'Android Mobile App Programming', 'UI/UX Design', 'Machine Learning', 'Java Programming']","['PLCS0804', 'PLCS0588', 'PLCS0653', 'PLCS0644', 'PLCS0147', 'PLCS0677', 'PLCS0687', 'PLCS0569', 'PLCS0920', 'PLCS0699']"
benjamin.parrish@example.com,"['C++ Programming', 'UI/UX Design', 'Machine Learning', 'Android Mobile App Programming']","['PLCS0414', 'PLCS0588', 'PLCS0609', 'PLCS0288', 'PLCS0239', 'PLCS0569', 'PLCS0699', 'PLCS0197', 'PLCS0541', 'PLCS0804']"
amber.brown@example.com,"['Web Development', 'Machine Learning', 'UI/UX Design', 'Android Mobile App Programming', 'Data Analysis', 'Java Programming', 'C++ Programming']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
jonathan.santos@example.com,"['Android Mobile App Programming', 'Java Programming', 'Machine Learning', 'UI/UX Design']","['PLCS0569', 'PLCS0197', 'PLCS0218', 'PLCS0306', 'PLCS0165', 'PLCS0588', 'PLCS0288', 'PLCS0191', 'PLCS0609', 'PLCS0147']"
angela.farmer@example.com,"['Android Mobile App Programming', 'Java Programming', 'Machine Learning', 'Data Analysis', 'UI/UX Design', 'C++ Programming']","['PLCS0191', 'PLCS0350', 'PLCS0306', 'PLCS0541', 'PLCS0569', 'PLCS0197', 'PLCS0147', 'PLCS0061', 'PLCS0920', 'PLCS0288']"
amanda.banks@example.com,"['Data Analysis', 'UI/UX Design', 'Web Development']","['PLCS0542', 'PLCS0775', 'PLCS0743', 'PLCS0625', 'PLCS0751', 'PLCS0866', 'PLCS0584', 'PLCS0960', 'PLCS0496', 'PLCS0267']"
jessica.miranda@example.com,"['Android Mobile App Programming', 'Data Analysis', 'C++ Programming', 'Web Development', 'Machine Learning', 'UI/UX Design', 'Java Programming']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
ricardo.moreno@example.com,"['C++ Programming', 'Java Programming', 'Machine Learning', 'Data Analysis', 'Android Mobile App Programming', 'Web Development', 'UI/UX Design']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
logan.howard@example.com,"['C++ Programming', 'Web Development', 'Java Programming', 'Android Mobile App Programming', 'UI/UX Design', 'Data Analysis', 'Machine Learning']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
elizabeth.bradley@example.com,"['Data Analysis', 'UI/UX Design', 'Android Mobile App Programming', 'Java Programming', 'Web Development', 'Machine Learning']","['PLCS0804', 'PLCS0588', 'PLCS0653', 'PLCS0644', 'PLCS0147', 'PLCS0677', 'PLCS0687', 'PLCS0569', 'PLCS0920', 'PLCS0699']"
melissa.miranda@example.com,"['C++ Programming', 'Java Programming', 'Web Development', 'UI/UX Design', 'Android Mobile App Programming', 'Machine Learning']","['PLCS0872', 'PLCS0191', 'PLCS0350', 'PLCS0165', 'PLCS0588', 'PLCS0920', 'PLCS0644', 'PLCS0653', 'PLCS0306', 'PLCS0288']"
nicholas.baker@example.com,"['Web Development', 'Java Programming', 'Android Mobile App Programming', 'UI/UX Design']","['PLCS0931', 'PLCS0609', 'PLCS0687', 'PLCS0306', 'PLCS0588', 'PLCS0165', 'PLCS0218', 'PLCS0350', 'PLCS0061', 'PLCS0699']"
christina.vargas@example.com,"['UI/UX Design', 'Web Development', 'Android Mobile App Programming', 'C++ Programming', 'Data Analysis']","['PLCS0687', 'PLCS0218', 'PLCS0350', 'PLCS0197', 'PLCS0609', 'PLCS0061', 'PLCS0191', 'PLCS0071', 'PLCS0569', 'PLCS0564']"
mary.schmidt@example.com,"['Data Analysis', 'Java Programming', 'C++ Programming']","['PLCS0244', 'PLCS0220', 'PLCS0948', 'PLCS0527', 'PLCS0606', 'PLCS0097', 'PLCS0610', 'PLCS0084', 'PLCS0739', 'PLCS0497']"
robert.combs@example.com,"['Java Programming', 'Web Development', 'Android Mobile App Programming']","['PLCS0275', 'PLCS0006', 'PLCS0370', 'PLCS0999', 'PLCS0491', 'PLCS0938', 'PLCS0645', 'PLCS0106', 'PLCS0662', 'PLCS0973']"
william.davis@example.com,"['Java Programming', 'Web Development', 'Machine Learning', 'Data Analysis', 'UI/UX Design', 'Android Mobile App Programming', 'C++ Programming']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
latoya.smith@example.com,"['UI/UX Design', 'Android Mobile App Programming', 'Java Programming']","['PLCS0931', 'PLCS0350', 'PLCS0414', 'PLCS0644', 'PLCS0804', 'PLCS0218', 'PLCS0806', 'PLCS0677', 'PLCS0609', 'PLCS0920']"
mariah.wall@example.com,"['Web Development', 'Machine Learning', 'Android Mobile App Programming', 'UI/UX Design', 'Java Programming']","['PLCS0061', 'PLCS0854', 'PLCS0350', 'PLCS0218', 'PLCS0931', 'PLCS0588', 'PLCS0699', 'PLCS0872', 'PLCS0191', 'PLCS0687']"
rebecca.smith@example.com,"['Android Mobile App Programming', 'C++ Programming', 'UI/UX Design', 'Data Analysis']","['PLCS0588', 'PLCS0414', 'PLCS0644', 'PLCS0071', 'PLCS0147', 'PLCS0854', 'PLCS0541', 'PLCS0609', 'PLCS0920', 'PLCS0872']"
michelle.fisher@example.com,"['UI/UX Design', 'Data Analysis', 'C++ Programming', 'Machine Learning', 'Web Development', 'Android Mobile App Programming']","['PLCS0306', 'PLCS0071', 'PLCS0288', 'PLCS0653', 'PLCS0806', 'PLCS0699', 'PLCS0239', 'PLCS0191', 'PLCS0553', 'PLCS0541']"
wendy.frost@example.com,"['UI/UX Design', 'Data Analysis', 'C++ Programming']","['PLCS0001', 'PLCS0668', 'PLCS0801', 'PLCS0626', 'PLCS0101', 'PLCS0594', 'PLCS0533', 'PLCS0508', 'PLCS0141', 'PLCS0447']"
audrey.wheeler@example.com,"['UI/UX Design', 'Web Development', 'C++ Programming', 'Data Analysis', 'Android Mobile App Programming', 'Machine Learning', 'Java Programming']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
bobby.khan@example.com,"['Java Programming', 'Android Mobile App Programming', 'C++ Programming', 'Machine Learning']","['PLCS1000', 'PLCS0807', 'PLCS0717', 'PLCS0577', 'PLCS0593', 'PLCS0720', 'PLCS0745', 'PLCS0119', 'PLCS0253', 'PLCS0314']"
shelly.williams@example.com,"['UI/UX Design', 'Machine Learning', 'Web Development', 'Java Programming', 'Data Analysis', 'Android Mobile App Programming']","['PLCS0804', 'PLCS0588', 'PLCS0653', 'PLCS0644', 'PLCS0147', 'PLCS0677', 'PLCS0687', 'PLCS0569', 'PLCS0920', 'PLCS0699']"
pamela.hunt@example.com,"['Web Development', 'Android Mobile App Programming', 'Machine Learning', 'Data Analysis', 'UI/UX Design', 'Java Programming', 'C++ Programming']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
julie.flores@example.com,"['Machine Learning', 'UI/UX Design', 'Web Development', 'Java Programming', 'Android Mobile App Programming']","['PLCS0061', 'PLCS0854', 'PLCS0350', 'PLCS0218', 'PLCS0931', 'PLCS0588', 'PLCS0699', 'PLCS0872', 'PLCS0191', 'PLCS0687']"
matthew.alvarez@example.com,"['Data Analysis', 'UI/UX Design', 'Java Programming', 'C++ Programming', 'Web Development']","['PLCS0179', 'PLCS0509', 'PLCS0096', 'PLCS0111', 'PLCS0117', 'PLCS0364', 'PLCS0637', 'PLCS0970', 'PLCS0156', 'PLCS0163']"
lisa.mcdonald@example.com,"['UI/UX Design', 'Machine Learning', 'C++ Programming', 'Web Development', 'Data Analysis', 'Android Mobile App Programming', 'Java Programming']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
angie.reed@example.com,"['Java Programming', 'Android Mobile App Programming', 'Data Analysis', 'C++ Programming']","['PLCS1000', 'PLCS0911', 'PLCS0314', 'PLCS0977', 'PLCS0720', 'PLCS0577', 'PLCS0717', 'PLCS0103', 'PLCS0593', 'PLCS0119']"
stephen.ramirez@example.com,"['Web Development', 'C++ Programming', 'Android Mobile App Programming']","['PLCS0662', 'PLCS0370', 'PLCS0317', 'PLCS0106', 'PLCS0761', 'PLCS0275', 'PLCS0585', 'PLCS0973', 'PLCS0098', 'PLCS0491']"
lawrence.caldwell@example.com,"['Android Mobile App Programming', 'C++ Programming', 'Web Development', 'Data Analysis', 'Java Programming', 'Machine Learning', 'UI/UX Design']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
stephen.horn@example.com,"['Machine Learning', 'UI/UX Design', 'Android Mobile App Programming', 'Java Programming', 'C++ Programming']","['PLCS0191', 'PLCS0147', 'PLCS0306', 'PLCS0569', 'PLCS0644', 'PLCS0288', 'PLCS0197', 'PLCS0687', 'PLCS0071', 'PLCS0920']"
elizabeth.barton@example.com,"['Android Mobile App Programming', 'Data Analysis', 'Machine Learning', 'C++ Programming', 'Java Programming', 'Web Development', 'UI/UX Design']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
matthew.pierce@example.com,"['Data Analysis', 'Java Programming', 'Android Mobile App Programming', 'Web Development']","['PLCS0776', 'PLCS0013', 'PLCS0491', 'PLCS0429', 'PLCS0926', 'PLCS0761', 'PLCS0370', 'PLCS0913', 'PLCS0696', 'PLCS0662']"
sarah.mitchell@example.com,"['Java Programming', 'Machine Learning', 'C++ Programming', 'Data Analysis', 'UI/UX Design', 'Android Mobile App Programming']","['PLCS0191', 'PLCS0350', 'PLCS0306', 'PLCS0541', 'PLCS0569', 'PLCS0197', 'PLCS0147', 'PLCS0061', 'PLCS0920', 'PLCS0288']"
david.burke@example.com,"['UI/UX Design', 'C++ Programming', 'Data Analysis', 'Machine Learning', 'Android Mobile App Programming', 'Java Programming', 'Web Development']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
